Hireling	*SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Dmg-Min	Dmg-Max	Dmg/Lvl	ResistFire	ResistFire/Lvl	ResistCold	ResistCold/Lvl	ResistLightning	ResistLightning/Lvl	ResistPoison	ResistPoison/Lvl	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	HiringMaxLevelDifference	resurrectcostmultiplier	resurrectcostdivisor	resurrectcostmax	equivalentcharclass
Eastern Sorceror	Ltng-Hell	0	23	359	3	3	61	252	merca222	merca241	21000	130	574	20	352	16	99	10	78	8	623	30	20	27	4	100	4	100	4	100	4	100	4	strhirespecial5	10	Thunder Storm	7	30	0	12	5	Lightning	7	300	0	16	10	Salvation	7	100	0	18	0																			5	15	2	50000	pal
Eastern Sorceror	Fire-Normal	100	15	359	3	1	15	252	merca222	merca241	1000	110	160	11	95	9	49	10	40	8	15	12	1	7	4	35	8	35	8	35	8	35	8	strhirespecial7	10	Hydra	7	300	0	50	10	Fire Ball	7	100	0	50	10	Enchant	7	50	0	1	10	Redemption	7	100	0	1	0	Fire Mastery	7	10	0	20	0							1	15	2	50000	pal
Eastern Sorceror	Fire-Normal	100	15	359	3	1	49	252	merca222	merca241	10000	120	534	23	419	16	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial7	10	Hydra	7	300	0	50	10	Fire Ball	7	100	0	50	10	Enchant	7	50	0	12	15	Redemption	7	100	0	1	0	Fire Mastery	7	10	0	20	0							1	15	2	50000	pal
Eastern Sorceror	Fire-Normal	100	15	359	3	1	79	252	merca222	merca241	21000	130	1224	34	907	25	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial7	10	Hydra	7	300	0	50	10	Fire Ball	7	100	0	50	10	Enchant	7	50	0	26	20	Redemption	7	100	0	1	0	Fire Mastery	7	10	0	20	0							1	15	2	50000	pal
Eastern Sorceror	Cold-Normal	100	16	359	3	1	15	252	merca222	merca241	1500	120	160	11	95	9	49	10	40	8	15	12	1	7	4	35	8	35	8	35	8	35	8	strhirespecial6	10	Glacial Spike	7	70	0	1	5	Chilling Armor	7	1000	0	2	10	Frozen Orb	7	250	0	6	10	Cleansing	7	100	0	3	10	Cold Mastery	7	10	0	10	0							1	15	2	50000	pal
Eastern Sorceror	Cold-Normal	100	16	359	3	1	49	252	merca222	merca241	12000	130	534	23	419	16	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial6	10	Glacial Spike	7	70	0	7	10	Chilling Armor	7	1000	0	13	15	Frozen Orb	7	250	0	17	10	Cleansing	7	100	0	3	10	Cold Mastery	7	10	0	10	0							1	15	2	50000	pal
Eastern Sorceror	Cold-Normal	100	16	359	3	1	79	252	merca222	merca241	27000	140	1224	34	907	25	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial6	10	Glacial Spike	7	70	0	22	10	Chilling Armor	7	1000	0	27	15	Frozen Orb	7	250	0	27	10	Cleansing	7	100	0	3	10	Cold Mastery	7	10	0	10	0							1	15	2	50000	pal
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	15	252	merca222	merca241	1000	110	160	11	95	9	49	10	40	8	15	12	1	7	4	35	8	35	8	35	8	35	8	strhirespecial5	10	Thunder Storm	7	30	0	30	10	Lightning	7	300	0	50	10	Static Field	7	50	0	50	8	Salvation	7	100	0	3	10	Lightning Mastery	7	10	0	10	0							1	15	2	50000	pal
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	49	252	merca222	merca241	10000	120	534	23	419	16	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial5	10	Thunder Storm	7	30	0	30	10	Lightning	7	300	4	50	10	Static Field	7	50	2	50	8	Salvation	7	100	0	3	10	Lightning Mastery	7	10	0	10	0							1	15	2	50000	pal
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	79	252	merca222	merca241	21000	130	1224	34	907	25	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial5	10	Thunder Storm	7	30	0	30	10	Lightning	7	300	0	50	10	Static Field	7	50	0	50	8	Salvation	7	100	0	3	10	Lightning Mastery	7	10	0	10	0							1	15	2	50000	pal
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	49	252	merca222	merca241	10000	120	534	23	419	16	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial7	10	Hydra	7	300	0	50	10	Fire Ball	7	100	0	50	10	Enchant	7	50	0	12	15	Redemption	7	100	0	1	0	Fire Mastery	7	10	0	20	0							1	15	2	50000	pal
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	79	252	merca222	merca241	21000	130	1224	34	907	25	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial7	10	Hydra	7	300	0	50	10	Fire Ball	7	100	0	50	10	Enchant	7	50	0	26	20	Redemption	7	100	0	1	0	Fire Mastery	7	10	0	20	0							1	15	2	50000	pal
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	49	252	merca222	merca241	12000	130	534	23	419	16	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial6	10	Glacial Spike	7	70	0	7	10	Chilling Armor	7	1000	0	13	15	Frozen Orb	7	250	0	17	10	Cleansing	7	100	0	7	10	Cold Mastery	7	10	0	10	0							1	15	2	50000	pal
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	79	252	merca222	merca241	27000	140	1224	34	907	25	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial6	10	Glacial Spike	7	70	0	22	10	Chilling Armor	7	1000	0	27	15	Frozen Orb	7	250	0	27	10	Cleansing	7	100	0	7	10	Cold Mastery	7	10	0	10	0							1	15	2	50000	pal
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	49	252	merca222	merca241	10000	120	534	23	419	16	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial5	10	Thunder Storm	7	30	0	30	10	Lightning	7	300	4	50	10	Static Field	7	50	2	50	8	Salvation	7	100	0	10	10	Lightning Mastery	7	10	0	10	0							1	15	2	50000	pal
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	79	252	merca222	merca241	21000	130	1224	34	907	25	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial5	10	Thunder Storm	7	30	0	30	10	Lightning	7	300	0	50	10	Static Field	7	50	0	50	8	Salvation	7	100	0	10	10	Lightning Mastery	7	10	0	10	0							1	15	2	50000	pal
Eastern Sorceror	Fire-Hell	100	21	359	3	3	79	252	merca222	merca241	21000	130	1224	34	907	25	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial7	10	Hydra	7	300	0	50	10	Fire Ball	7	100	0	50	10	Enchant	7	50	0	26	20	Redemption	7	100	0	1	0	Fire Mastery	7	10	0	20	0							1	15	2	50000	pal
Eastern Sorceror	Cold-Hell	100	22	359	3	3	79	252	merca222	merca241	27000	140	1224	34	907	25	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial6	10	Glacial Spike	7	60	0	40	10	Chilling Armor	7	1000	0	40	15	Frozen Orb	7	120	0	40	10	Cleansing	7	100	0	18	0	Cold Mastery	7	10	0	10	0							1	15	2	50000	pal
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	79	252	merca222	merca241	21000	130	1224	34	907	25	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial5	10	Thunder Storm	7	30	0	30	10	Lightning	7	300	0	50	10	Static Field	7	50	0	50	8	Salvation	7	100	0	18	0	Lightning Mastery	7	10	0	10	0							1	15	2	50000	pal
Barbarian	2hs-Normal	0	24	561	5	1	28	515	MercX101	MercX167	9000	120	288	14	180	7	101	15	63	10	150	17	16	20	6	56	7	56	7	56	7	56	7		50	Bash	4	15	0	4	10	Stun	4	15	0	3	8	Might	1	100	0	6	10																			5	15	2	50000	bar
Barbarian	2hs-Normal	0	24	561	5	1	42	515	MercX101	MercX167	9000	120	484	21	278	20	128	15	81	10	388	27	27	31	8	81	7	81	7	81	7	81	7		50	Bash	4	50	0	9	10	Stun	4	50	0	7	8	Might	1	100	0	6	10																			5	15	2	50000	bar
Barbarian	2hs-Normal	0	24	561	5	1	75	515	MercX101	MercX167	9000	120	1177	35	938	40	190	15	123	10	1279	37	60	64	8	139	4	139	4	139	4	139	4		50	Bash	4	75	0	20	0	Stun	4	75	0	16	0	Might	1	100	0	6	10																			5	15	2	50000	bar
Barbarian	2hs-Normal	0	25	561	5	1	28	515	MercX101	MercX167	9000	120	288	14	180	7	101	15	63	10	150	17	16	20	6	56	7	56	7	56	7	56	7		50	Bash	4	15	0	4	10	Stun	4	15	0	3	8	Fanaticism	1	100	0	6	10																			5	15	2	50000	bar
Barbarian	2hs-Normal	0	25	561	5	1	42	515	MercX101	MercX167	9000	120	484	21	278	20	128	15	81	10	388	27	27	31	8	81	7	81	7	81	7	81	7		50	Bash	4	50	0	9	10	Stun	4	50	0	7	8	Fanaticism	1	100	0	6	10																			5	15	2	50000	bar
Barbarian	2hs-Normal	0	25	561	5	1	75	515	MercX101	MercX167	9000	120	1177	35	938	40	190	15	123	10	1279	37	60	64	8	139	4	139	4	139	4	139	4		50	Bash	4	75	0	20	0	Stun	4	75	0	16	0	Fanaticism	1	100	0	6	10																			5	15	2	50000	bar
Barbarian	2hs-Nightmare	0	26	561	5	2	42	515	MercX101	MercX167	18000	130	436	21	250	20	125	15	76	10	349	27	25	29	8	78	7	78	7	78	7	78	7		50	Bash	4	50	0	8	10	Stun	4	50	0	6	8	Might	1	100	0	9	10																			5	15	2	50000	bar
Barbarian	2hs-Nightmare	0	26	561	5	2	75	515	MercX101	MercX167	18000	130	1129	35	910	40	187	15	118	10	1240	37	58	62	8	136	4	136	4	136	4	136	4		50	Bash	4	75	0	19	0	Stun	4	75	0	15	0	Might	1	100	0	9	10																			5	15	2	50000	bar
Barbarian	2hs-Nightmare	0	27	561	5	2	42	515	MercX101	MercX167	18000	130	436	21	250	20	125	15	76	10	349	27	25	29	8	78	7	78	7	78	7	78	7		50	Bash	4	50	0	8	10	Stun	4	50	0	6	8	Fanaticism	1	100	0	9	10																			5	15	2	50000	bar
Barbarian	2hs-Nightmare	0	27	561	5	2	75	515	MercX101	MercX167	18000	130	1129	35	910	40	187	15	118	10	1240	37	58	62	8	136	4	136	4	136	4	136	4		50	Bash	4	75	0	19	0	Stun	4	75	0	15	0	Fanaticism	1	100	0	9	10																			5	15	2	50000	bar
Barbarian	2hs-Hell	0	28	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	56	60	8	133	4	133	4	133	4	133	4		50	Bash	4	70	0	18	0	Stun	4	70	0	14	0	Might	1	100	0	14	10																			5	15	2	50000	bar
Barbarian	2hs-Hell	0	29	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	56	60	8	133	4	133	4	133	4	133	4		50	Bash	4	70	0	18	0	Stun	4	70	0	14	0	Fanaticism	1	100	0	14	10																			5	15	2	50000	bar
Barbarian	2hs-Normal	100	24	561	5	1	28	515	MercX101	MercX167	9000	120	450	19	300	15	101	15	63	10	150	20	16	20	6	56	7	56	7	56	7	56	7		50	Bash	4	15	0	8	10	Stun	4	15	0	6	8	Battle Cry	4	50	0	5	8	Might	7	100	0	20	10													1	15	2	50000	bar
Barbarian	2hs-Normal	100	24	561	5	1	58	515	MercX101	MercX167	18000	130	1020	30	775	25	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7		50	Bash	4	50	0	18	10	Stun	4	50	0	14	8	Battle Cry	4	50	0	13	8	Might	7	100	0	20	10													1	15	2	50000	bar
Barbarian	2hs-Normal	100	24	561	5	1	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	Bash	4	75	0	25	10	Stun	4	75	0	20	8	Battle Cry	4	50	0	19	8	Might	7	100	0	20	10													1	15	2	50000	bar
Barbarian	2hs-Normal	100	25	561	5	1	28	515	MercX101	MercX167	9000	120	450	19	300	15	101	15	63	10	150	20	16	20	6	56	7	56	7	56	7	56	7		50	Bash	4	15	0	8	10	Stun	4	15	0	6	8	Battle Cry	4	50	0	5	8	Fanaticism	7	100	0	9	10													1	15	2	50000	bar
Barbarian	2hs-Normal	100	25	561	5	1	58	515	MercX101	MercX167	18000	130	1020	30	775	25	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7		50	Bash	4	50	0	18	10	Stun	4	50	0	14	8	Battle Cry	4	50	0	13	8	Fanaticism	7	100	0	9	10													1	15	2	50000	bar
Barbarian	2hs-Normal	100	25	561	5	1	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	Bash	4	75	0	25	10	Stun	4	75	0	20	8	Battle Cry	4	50	0	19	8	Fanaticism	7	100	0	9	10													1	15	2	50000	bar
Barbarian	1hs-Normal	100	36	560	5	1	28	515	MercX101	MercX167	9000	120	450	19	300	15	101	15	63	10	150	20	16	20	6	56	7	56	7	56	7	56	7		50	Frenzy	4	22	1	2	7	Iron Skin	5	0	0	2	6	Taunt	5	50	1	7	6	Fanaticism	7	100	0	8	10													1	15	2	50000	bar
Barbarian	1hs-Normal	100	36	560	5	1	58	515	MercX101	MercX167	18000	130	1020	30	775	25	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7		50	Frenzy	4	29	1	9	7	Iron Skin	5	0	0	8	6	Taunt	5	50	1	13	6	Fanaticism	7	100	0	8	10													1	15	2	50000	bar
Barbarian	1hs-Normal	100	36	560	5	1	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	Frenzy	4	35	1	13	7	Iron Skin	5	0	0	12	6	Taunt	5	50	1	17	6	Fanaticism	7	100	0	8	10													1	15	2	50000	bar
Barbarian	2hs-Nightmare	100	26	561	5	2	58	515	MercX101	MercX167	18000	130	1020	30	775	25	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7		50	Bash	4	50	0	18	10	Stun	4	50	0	14	8	Battle Cry	4	50	0	13	8	Might	7	100	0	20	8													1	15	2	50000	bar
Barbarian	2hs-Nightmare	100	26	561	5	2	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	Bash	4	75	0	25	10	Stun	4	75	0	20	8	Battle Cry	4	50	0	19	8	Might	7	100	0	20	8													1	15	2	50000	bar
Barbarian	2hs-Nightmare	100	27	561	5	2	58	515	MercX101	MercX167	18000	130	1020	30	775	25	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7		50	Bash	4	50	0	18	10	Stun	4	50	0	14	8	Battle Cry	4	50	0	13	8	Fanaticism	7	100	0	12	8													1	15	2	50000	bar
Barbarian	2hs-Nightmare	100	27	561	5	2	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	Bash	4	75	0	25	10	Stun	4	75	0	20	8	Battle Cry	4	50	0	19	8	Fanaticism	7	100	0	12	8													1	15	2	50000	bar
Barbarian	1hs-Nightmare	100	37	560	5	2	58	515	MercX101	MercX167	18000	130	1020	30	775	25	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7		50	Frenzy	4	29	1	9	7	Iron Skin	5	0	0	8	6	Taunt	5	50	1	13	6	Fanaticism	7	100	0	12	8													1	15	2	50000	bar
Barbarian	1hs-Nightmare	100	37	560	5	2	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	Frenzy	4	35	1	13	7	Iron Skin	5	0	0	12	6	Taunt	5	50	1	17	6	Fanaticism	7	100	0	12	8													1	15	2	50000	bar
Barbarian	2hs-Hell	100	28	561	5	3	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	Bash	4	75	0	25	10	Stun	4	75	0	20	8	Battle Cry	4	50	0	19	8	Might	7	100	0	20	5													1	15	2	50000	bar
Barbarian	2hs-Hell	100	29	561	5	3	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	Bash	4	75	0	25	10	Stun	4	75	0	20	8	Battle Cry	4	50	0	19	8	Fanaticism	7	100	0	15	5													1	15	2	50000	bar
Barbarian	1hs-Hell	100	38	560	5	3	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	Frenzy	4	35	1	13	7	Iron Skin	5	0	0	12	6	Taunt	5	50	1	17	6	Fanaticism	7	100	0	15	5													1	15	2	50000	bar
