overlay	*ID	Filename	version	*Frames	Character	PreDraw	1ofN	Xoffset	Yoffset	Height1	Height2	Height3	Height4	AnimRate	LoopWaitTime	Trans	InitRadius	Radius	Red	Green	Blue	NumDirections	LocalBlood	WeaponStateFlags	WeaponStateGroup	StartSound
twisterfront	216	Expansion\TwisterFront	100	40	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
twisterback	217	Expansion\TwisterBack	100	40	common	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
bladeshield	218	Expansion\blade_shield	100	20	assassin	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
rabiesplague	219	Expansion\rabies	100	30	common	0	1	0	0	14	0	-14	-60	16	0	3	0	0	0	0	0	1	0			
spawnedbirthflames	220	Expansion\SpawnedBirthFlames	100	8	common	0	1	0	0	0	0	0	0	8	0	3	1	3	255	0	0	1	0			
spawnedflames	221	Expansion\SpawnedFlames	100	8	common	1	1	0	0	0	0	0	0	8	0	3	1	3	255	0	0	1	0			
defense_curse	222	expansion\succcurseoverlay1	100	11	common	0	1	0	0	14	0	-14	-60	8	0	3	1	6	255	193	103	1	0			
blood_mana	223	expansion\succcurseoverlay2	100	10	common	0	1	0	0	14	0	-14	-60	16	0	3	0	0	0	0	0	1	0			
burning	224	Expansion\On_Fire	100	19	common	0	1	0	0	0	0	0	0	16	0	3	1	6	255	64	64	1	0			
catapult_death_s	225	Expansion\catadeathoversouth	100	21	common	0	1	0	0	14	0	-14	-60	8	0	3	1	6	255	64	64	1	0			
catapult_death_e	226	Expansion\catadeathovereast	100	21	common	0	1	0	0	14	0	-14	-60	8	0	3	1	6	255	64	64	1	0			
ice_cage	227	expansion\icecage_neutral	100	1	monster	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0			
ice_cage_melt	228	expansion\icecage_melt	100	30	monster	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0			
succubae_death	229	expansion\succ1deathoverlay	100	18	monster	0	1	0	0	0	0	0	0	10	0	3	0	0	0	0	0	1	0			
progressive_damage_1	230	expansion\MISSILE_A_A	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_damage_2	231	expansion\MISSILE_A_B	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_damage_3	232	expansion\MISSILE_A_C	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_steal_1	233	expansion\MISSILE_B_A	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_steal_2	234	expansion\MISSILE_B_B	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_steal_3	235	expansion\MISSILE_B_C	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_other_1	236	expansion\MISSILE_C_A	100	10	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_other_2	237	expansion\MISSILE_C_B	100	10	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_other_3	238	expansion\MISSILE_C_C	100	10	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_fire_1	239	expansion\MISSILE_RED_A	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_fire_2	240	expansion\MISSILE_RED_B	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_fire_3	241	expansion\MISSILE_RED_C	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_fire_2_attack	242	FireCast_for_Sorceress	100	14	common	0	1	0	0	0	0	0	0	32	0	3	0	0	0	0	0	1	0			
progressive_fire_3_attack	243	FireCast2	100	16	common	0	1	0	0	0	0	0	0	32	0	3	0	0	0	0	0	1	0			
progressive_cold_1	244	expansion\MISSILE_BLUE_A	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_cold_2	245	expansion\MISSILE_BLUE_B	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_cold_3	246	expansion\MISSILE_BLUE_C	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_cold_2_attack	247	IceCastNew01	100	15	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_cold_3_attack	248	IceCastNew02	100	15	common	0	1	0	0	0	0	0	0	32	0	3	0	0	0	0	0	1	0			
progressive_lightning_1	249	expansion\MISSILE_WHITE_A	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_lightning_2	250	expansion\MISSILE_WHITE_B	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_lightning_3	251	expansion\MISSILE_WHITE_C	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_lightning_2_attack	252	expansion\skill_norotate	100	10	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
progressive_lightning_3_attack	253	expansion\skill_norotate	100	10	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
spirit_of_barbs	254	expansion\spirit_of_barbs	100	12	common	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
heart_of_wolverine	255	expansion\Heart_of_Wolverine	100	30	common	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
impregnated	256	expansion\painwormcurse	100	10	common	1	1	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0			
quickness	257	expansion\quickness	100	9	assassin	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
venomclaws	258	expansion\venomclaws	100	10	assassin	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
dragonflight	259	expansion\DragonFlight	100	9	assassin	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
maul1	260	expansion\Maul_A_Front	100	16	druid	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
maul2	261	expansion\Maul_B_Front	100	16	druid	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
maul3	262	expansion\Maul_C_Front	100	16	druid	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
maul4	263	expansion\Maul_D_Front	100	16	druid	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
maul5	264	expansion\Maul_E_Front	100	16	druid	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
feralrage1	265	expansion\feral_rage_A_Front	100	16	druid	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
feralrage2	266	expansion\feral_rage_B_Front	100	16	druid	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
feralrage3	267	expansion\feral_rage_C_Front	100	16	druid	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
feralrage4	268	expansion\feral_rage_D_Front	100	16	druid	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
feralrage5	269	expansion\feral_rage_E_Front	100	16	druid	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
shadowwarriorappear	270	expansion\ShadowAppear	100	16	assassin	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
shadowwarriordeath	271	expansion\ShadowAppear	100	16	assassin	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
fade	272	expansion\fade	100	20	assassin	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
direwolfcharged	273	expansion\DireWolfCharged	100	16	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
poisonhit	274	expansion\poisonhit	100	8	common	0	1	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0			
baal_on_throne	275	expansion\baalshield	100	11	common	0	1	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0			
death_sentry	276	expansion\dethsentry01	100	12	common	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
maul1back	277	expansion\Maul_A_Back	100	16	druid	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
maul2back	278	expansion\Maul_B_Back	100	16	druid	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
maul3back	279	expansion\Maul_C_Back	100	16	druid	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
maul4back	280	expansion\Maul_D_Back	100	16	druid	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
maul5back	281	expansion\Maul_E_Back	100	16	druid	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
feralrage1back	282	expansion\feral_rage_A_Back	100	16	druid	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
feralrage2back	283	expansion\feral_rage_B_Back	100	16	druid	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
feralrage3back	284	expansion\feral_rage_C_Back	100	16	druid	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
feralrage4back	285	expansion\feral_rage_D_Back	100	16	druid	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
feralrage5back	286	expansion\feral_rage_E_Back	100	16	druid	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
tigerstrike1	287	expansion\tiger_Strike_A	100	32	common	0	1	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0			
tigerstrike2	288	expansion\tiger_Strike_B	100	32	common	0	1	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0			
tigerstrike3	289	expansion\tiger_Strike_C	100	32	common	0	1	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0			
cobrastrike1	290	expansion\Cobra_Strike_A	100	16	assassin	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
cobrastrike2	291	expansion\Cobra_Strike_B	100	16	assassin	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
cobrastrike3	292	expansion\Cobra_Strike_C	100	16	assassin	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
warlock_fire_cast_1	293	warlock_fire_cast_1	100	14	warlock	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
warlock_shadow_cast_1	294	warlock_shadow_cast_1	100	15	warlock	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
warlock_psychic_cast_1	295	warlock_psychic_cast_1	100	10	warlock	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0	255		
apocalypse	296	apocalypse	100	14	common	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
psychicward	297	ManaShieldBall	0	8	warlock	0	1	0	0	0	0	0	0	8	0	5	0	0	255	255	255	1	0			Warlock_Skill_Psychic_Ward_03
warlock_psychic_cast_2	298	warlock_psychic_cast_2	100	16	warlock	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
hexbanedebuff	299	HexBaneDebuffEffect	0	24	common	0	1	0	0	14	0	-14	-60	16	0	3	1	6	0	0	255	1	0			
hexsyphondebuff	300	HexSyphonDebuffEffect	0	24	common	0	1	0	0	14	0	-14	-60	16	0	3	1	6	0	0	255	1	0			
surge_hex_explode	301	surge_hex_explode	100	14	common	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0	255	7	
engorgecast	302	EngorgeCast	0	20	warlock	0	1	0	0	0	0	0	0	16	0	3	11	11	255	255	255	1	0			
engorgestate	303	EngorgeState	0	16	warlock	0	1	0	0	0	0	0	0	8	0	8	2	2	0	0	0	1	1			
warlockdemonground	304	warlockdemonground	0	13	warlock	0	1	0	0	0	0	0	0	16	0	3	0	0	255	255	255	1	0			
warlockdemontorso	305	warlockdemontorso	0	24	warlock	0	1	0	0	0	0	0	0	16	0	3	0	0	255	255	255	1	0			
warlockconsume	306	warlock_consume	0	20	warlock	1	1	0	0	0	0	0	0	16	0	3	0	0	255	255	255	1	0			
death_mark	307	DeathMark	0	20	warlock	1	1	0	0	0	0	0	0	16	0	3	0	0	255	255	255	1	0			
warlock_death_mark_pet	308	WarlockDeathMarkPet	0	14	warlock	0	1	0	0	0	0	0	0	16	0	3	1	9	255	178	64	1	0			
hex_enchant	309	warlock_hex_enchant	0	17	warlock	0	1	0	0	0	0	0	0	16	0	3	1	9	255	178	64	1	0			
psychic_hit	310	FireHit	0	8	common	0	1	0	0	0	0	0	0	16	0	3	3	1	255	193	103	1	0	255		
healthlink	311	expansion\painwormcurse	100	10	warlock	1	1	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0			
shadow_hit	312	FireHit	0	8	common		1	0	0	0	0	0	0	16	0	3	3	1	255	193	103	1	0			
hexpurgedebuff	313	HexPurgeDebuffEffect	0	24	common	0	1	0	0	14	0	-14	-60	16	0	3	1	6	0	0	255	1	0			
hex_purge_explosion	314	hex_purge_explosion	0	24	common	1	1	0	0	14	0	-14	-60	16	0	3	0	0	0	0	0	1	0			Warlock_Skill_Hex_Purge_Layer
chronicle_backlight	315	null	0	20	common	1	1	50	0	0	0	0	0	8	0	3	0	0	255	255	255	1	0			
psychicward_hit0	316	ManaShieldDir00	0	9	warlock	0	1	0	0	0	0	0	0	16	0	3	3	3	255	255	255	1	0			Warlock_Skill_Psychic_Ward_03
psychicward_hit1	317	ManaShieldDir02	0	9	warlock	0	1	0	0	0	0	0	0	16	0	3	3	3	255	255	255	1	0			Warlock_Skill_Psychic_Ward_03
psychicward_hit2	318	ManaShieldDir04	0	9	warlock	0	1	0	0	0	0	0	0	16	0	3	3	3	255	255	255	1	0			Warlock_Skill_Psychic_Ward_03
psychicward_hit3	319	ManaShieldDir06	0	9	warlock	1	1	0	0	0	0	0	0	16	0	3	3	3	255	255	255	1	0			Warlock_Skill_Psychic_Ward_03
psychicward_hit4	320	ManaShieldDir08	0	9	warlock	1	1	0	0	0	0	0	0	16	0	3	3	3	255	255	255	1	0			Warlock_Skill_Psychic_Ward_03
psychicward_hit5	321	ManaShieldDir10	0	9	warlock	1	1	0	0	0	0	0	0	16	0	3	3	3	255	255	255	1	0			Warlock_Skill_Psychic_Ward_03
psychicward_hit6	322	ManaShieldDir12	0	9	warlock	0	1	0	0	0	0	0	0	16	0	3	3	3	255	255	255	1	0			Warlock_Skill_Psychic_Ward_03
psychicward_hit7	323	ManaShieldDir14	0	9	warlock	0	1	0	0	0	0	0	0	16	0	3	3	3	255	255	255	1	0			Warlock_Skill_Psychic_Ward_03
warlock_psychic_cast_1_no_hex	324	warlock_psychic_cast_1_no_hex	100	10	warlock	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0	1		
eldritchblastperiodic	325	eldritchblastperiodic	0	19	warlock	1	1	0	0	0	0	0	0	16	0	3	8	8	255	255	255	1	0			
lightningenchant	326	lightningenchant	0	17	monster	0	1	0	0	0	0	0	0	16	0	3	1	9	255	178	64	1	0			
coldenchant	327	coldenchant	0	17	monster	0	1	0	0	0	0	0	0	16	0	3	1	9	255	178	64	1	0			
talicfirepierce	328	Conviction	0	17	monster	0	1	0	0	0	0	0	0	16	0	3	8	8	255	193	103	1	0			
madawclightpierce	329	Conviction	0	17	monster	0	1	0	0	0	0	0	0	16	0	3	8	8	210	210	255	1	0			
korliccoldpierce	330	Conviction	0	17	monster	0	1	0	0	0	0	0	0	16	0	3	8	8	255	255	200	1	0			
colossal_lightning	331	ShockHitSm	0	20	common	0	1	0	0	0	0	0	0	16	0	3	11	11	255	255	255	1	0			
warlock_shadow_cast_2	332	warlock_shadow_cast_1	100	15	warlock	1	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0			
herald	333	expansion\succcurseoverlay2	100	10	common	0	1	0	0	14	0	-14	-60	16	0	3	0	0	0	0	0	1	0			
mconvictionfront	334	mconvictionfront	0	12	paladin	0	1	0	0	0	0	0	0	16	0	3	0	0	255	255	255	1	0			
