Id	*hcIdx	Height	OverlayHeight	pixHeight	SizeX	SizeY	spawnCol	MeleeRng	BaseW	HitClass	HDv	TRv	LGv	Rav	Lav	RHv	LHv	SHv	S1v	S2v	S3v	S4v	S5v	S6v	S7v	S8v	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	mDT	mNU	mWL	mGH	mA1	mA2	mBL	mSC	mS1	mS2	mS3	mS4	mDD	mKB	mSQ	mRN	dDT	dNU	dWL	dGH	dA1	dA2	dBL	dSC	dS1	dS2	dS3	dS4	dDD	dKB	dSQ	dRN	A1mv	A2mv	SCmv	S1mv	S2mv	S3mv	S4mv	noGfxHitTest	htTop	htLeft	htWidth	htHeight	restore	automapCel	noMap	noOvly	isSel	alSel	noSel	shiftSel	corpseSel	isAtt	revive	limitCorpses	critter	small	large	soft	inert	objCol	deadCol	unflatDead	Shadow	noUniqueShift	compositeDeath	localBlood	Bleed	Light	light-r	light-g	light-b	Utrans	Utrans(N)	Utrans(H)	InfernoLen	InfernoAnim	InfernoRollback	ResurrectMode	ResurrectSkill	SpawnUniqueMod	*eol
pantherwoman3	85	3	2	96	2	2		0	hth	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		whp	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	1		255	255	255				1			NU			0
pantherwoman4	86	3	2	96	2	2		0	hth	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		whp	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	1		255	255	255				1			NU			0
swarm1	87	2	2	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1							1						255	255	255				1			NU			0
swarm2	88	2	2	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1							1						255	255	255				1			NU			0
swarm3	89	2	2	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1							1						255	255	255				1			NU			0
swarm4	90	2	2	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1							1						255	255	255				1			NU			0
scarab1	91	3	2	80	3	3		0	hth	3	"lit,med"	lit		"lit,med,hvy"													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			1			255	255	255				1			NU			0
scarab2	92	3	2	80	3	3		0	hth	3	"lit,med"	lit		"lit,med,hvy"													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			1			255	255	255				1			NU			0
scarab3	93	3	2	80	3	3		0	hth	3	"lit,med"	lit		"lit,med,hvy"													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			1			255	255	255				1			NU			0
scarab4	94	3	2	80	3	3		0	hth	3	"lit,med"	lit		"lit,med,hvy"													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			1			255	255	255				1			NU			0
scarab5	95	3	2	80	3	3		0	hth	3	"lit,med"	lit		"lit,med,hvy"													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			1			255	255	255				1			NU			0
mummy1	96	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1						255	255	255				1			S1			0
mummy2	97	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1						255	255	255				1			S1			0
mummy3	98	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1						255	255	255				1			S1			0
mummy4	99	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1						255	255	255				1			S1			0
mummy5	100	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1						255	255	255				1			S1			0
unraveler1	101	3	3	112	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1				0	0	0				1			NU			0
unraveler2	102	3	3	112	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1				255	255	255				1			NU			0
unraveler3	103	3	3	112	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1				255	255	255				1			NU			0
unraveler4	104	3	3	112	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1				255	255	255				1			NU			0
unraveler5	105	3	3	112	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1				255	255	255				1			NU			0
chaoshorde1	106	3	2	96	2	2		0	hth	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1																1				1		255	255	255				1			NU			0
chaoshorde2	107	3	2	96	2	2		0	hth	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1																1				1		255	255	255				1			NU			0
chaoshorde3	108	3	2	96	2	2		0	hth	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1																1				1		255	255	255				1			NU			0
chaoshorde4	109	3	2	96	2	2		0	hth	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1																1				1		255	255	255				1			NU			0
vulture1	110	2	1	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1				1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1	1								1				1				1	1	1					1					1				1		255	255	255				1			NU			0
vulture2	111	2	1	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1				1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1	1								1				1				1	1	1					1					1				1		255	255	255				1			NU			0
vulture3	112	2	1	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1				1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1	1								1				1				1	1	1					1					1				1		255	255	255				1			NU			0
vulture4	113	2	1	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1				1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1	1								1				1				1	1	1					1					1				1		255	255	255				1			NU			0
mosquito1	114	2	3	96	2	2		0	hth	3		lit							lit		lit							1							1		1						3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	1		255	255	255				1			NU			0
mosquito2	115	2	3	96	2	2		0	hth	3		lit							lit		lit							1							1		1						3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	1		255	255	255				1			NU			0
mosquito3	116	2	3	96	2	2		0	hth	3		lit							lit		lit							1							1		1						3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	1		255	255	255				1			NU			0
mosquito4	117	2	3	96	2	2		0	hth	3		lit							lit		lit							1							1		1						3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	1		255	255	255				1			NU			0
willowisp1	118	2	3	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1															6	255	255	255				1			NU			0
willowisp2	119	2	3	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1															6	255	255	255				1			NU			0
willowisp3	120	2	3	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1															6	255	255	255				1			NU			0
willowisp4	121	2	3	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1															6	255	255	255				1			NU			0
arach1	122	1	2	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1						255	255	255				1			NU			0
arach2	123	1	2	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1						255	255	255				1			NU			0
arach3	124	1	2	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1						255	255	255				1			NU			0
arach4	125	1	2	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1						255	255	255				1			NU			0
arach5	126	1	2	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1						255	255	255				1			NU			0
thornhulk1	127	3	3	96	3	3		0	hth	3	"lit,th2,th3,th4,th5"	lit		lit	lit				lit								1	1		1	1				1								5	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1						255	255	255				1			NU			0
thornhulk2	128	3	3	96	3	3		0	hth	3	"lit,th2,th3,th4,th5"	lit		lit	lit				lit								1	1		1	1				1								5	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1						255	255	255				1			NU			0
thornhulk3	129	3	3	96	3	3		0	hth	3	"lit,th2,th3,th4,th5"	lit		lit	lit				lit								1	1		1	1				1								5	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1						255	255	255				1			NU			0
thornhulk4	130	3	3	96	3	3		0	hth	3	"lit,th2,th3,th4,th5"	lit		lit	lit				lit								1	1		1	1				1								5	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1						255	255	255				1			NU			0
vampire1	131	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1	3	255	138	0				1			NU			0
vampire2	132	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1	3	255	138	0				1			NU			0
vampire3	133	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1	3	255	138	0				1			NU			0
vampire4	134	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1	5	255	0	0				1			NU			0
vampire5	135	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1	3	255	138	0				1			NU			0
batdemon1	136	2	3	96	2	2		0	hth	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1		255	255	255				1			NU			0
batdemon2	137	2	3	96	2	2		0	hth	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1		255	255	255				1			NU			0
batdemon3	138	2	3	96	2	2		0	hth	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1		255	255	255				1			NU			0
batdemon4	139	2	3	96	2	2		0	hth	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1		255	255	255				1			NU			0
batdemon5	140	2	3	96	2	2		0	hth	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1		255	255	255				1			NU			0
fetish1	141	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1				1		255	255	255				1			xx	SkeletonRaise		0
fetish2	142	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1				1		255	255	255				1			xx	SkeletonRaise		0
fetish3	143	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1				1		255	255	255				1			xx	SkeletonRaise		0
fetish4	144	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1				1		255	255	255				1			xx	SkeletonRaise		0
fetish5	145	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1				1		255	255	255				1			xx	SkeletonRaise		0
cain1	146	0	2	80	2	2		0	hth	3		lit																1															1	1	1	1										1				1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1	1										1	1				1	1					255	255	255				1			NU			0
gheed	147	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
akara	148	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
chicken	149	0	1	96	0	0		0	hth	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1									1		1				1						1			1					1						255	255	255				1			NU			0
kashya	150	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
rat	151	0	1	96	0	0		0	hth	3		lit																1															1	1	1	1										1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1						1			1					1						255	255	255				1			NU			0
rogue1	152	3	2	96	2	2		0	hth	3	lit	lit	lit	lit	lit		"sbw,lbw"		"lit,med"	"lit,med"							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1			1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1															1	1				1	1	1				255	255	255				1			NU			0
hellmeteor	153	0	0	96	0	0	1	0	hth	3		lit																1															1		1			1												1	1	8	8	1	8	8	8	1	8	8	8	1	8	8	8													1																					1					255	255	255				1			NU			0
charsi	154	0	2	80	2	2		0	hth	3		lit																1							1								1		1	1						1								8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
warriv1	155	0	2	80	2	2		0	hth	3		lit																1							1								1		1	1						1								8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
andariel	156	3	4	96	3	3		0	hth	3		lit							lit	lit								1							1	1							1	1	1	1	1	1			1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1	1					1	1			2	8	255	255	255	2	3	4	1			NU			0
bird1	157	0	0	96	0	0		0	hth	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1									1		1				1									1					1						255	255	255				1			NU			0
bird2	158	0	0	96	0	0		0	hth	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1									1		1				1									1					1						255	255	255				1			NU			0
bat	159	0	0	96	0	0		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1									1		1				1									1					1						255	255	255				1			NU			0
cr_archer1	160	3	2	96	2	2		0	bow	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	lit	"lbb,lbw,sbb,sbw"		"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1		1		255	255	255				1			NU			0
cr_archer2	161	3	2	96	2	2		0	bow	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	lit	"lbb,lbw,sbb,sbw"		"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1		1		255	255	255				1			NU			0
cr_archer3	162	3	2	96	2	2		0	bow	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	lit	"lbb,lbw,sbb,sbw"		"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1		1		255	255	255				1			NU			0
cr_archer4	163	3	2	96	2	2		0	bow	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	lit	"lbb,lbw,sbb,sbw"		"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1		1		255	255	255				1			NU			0
cr_archer5	164	3	2	96	2	2		0	bow	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	lit	"lbb,lbw,sbb,sbw"		"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1		1		255	255	255				1			NU			0
cr_lancer1	165	3	2	96	2	2		2	2ht	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"pik,spr,tri"			"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1			1	1	1						8	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1		1		255	255	255				1			NU			0
cr_lancer2	166	3	2	96	2	2		2	2ht	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"pik,spr,tri"			"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1			1	1	1						8	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1		1		255	255	255				1			NU			0
cr_lancer3	167	3	2	96	2	2		2	2ht	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"pik,spr,tri"			"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1			1	1	1						8	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1		1		255	255	255				1			NU			0
cr_lancer4	168	3	2	96	2	2		2	2ht	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"pik,spr,tri"			"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1			1	1	1						8	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1		1		255	255	255				1			NU			0
cr_lancer5	169	3	2	96	2	2		2	2ht	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"pik,spr,tri"			"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1			1	1	1						8	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1		1		255	255	255				1			NU			0
sk_archer1	170	3	2	96	2	2		0	bow	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1						255	255	255				1			NU			0
sk_archer2	171	3	2	96	2	2		0	bow	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1						255	255	255				1			NU			0
sk_archer3	172	3	2	96	2	2		0	bow	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1						255	255	255				1			NU			0
sk_archer4	173	3	2	96	2	2		0	bow	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1						255	255	255				1			NU			0
sk_archer5	174	3	2	96	2	2		0	bow	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1						255	255	255				1			NU			0
warriv2	175	0	2	80	2	2		0	hth	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
atma	176	0	2	80	2	2		0	hth	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
drognan	177	0	2	80	2	2		0	hth	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
fara	178	0	2	80	2	2		0	hth	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
cow	179	0	2	96	3	3		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1						1									1					1						255	255	255				1			NU			0
maggotbaby1	180	1	1	32	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1						255	255	255				1			NU			0
maggotbaby2	181	1	1	32	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1						255	255	255				1			NU			0
maggotbaby3	182	1	1	32	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1						255	255	255				1			NU			0
maggotbaby4	183	1	1	32	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1						255	255	255				1			NU			0
maggotbaby5	184	1	1	32	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1						255	255	255				1			NU			0
camel	185	0	0	96	3	3		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1						1									1	1				1						255	255	255				1			NU			0
blunderbore1	186	3	3	112	3	3		0	hth	3		lit																1				1			1								3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1			2	2		255	255	255				1			NU			0
blunderbore2	187	3	3	112	3	3		0	hth	3		lit																1				1			1								3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1			2	2		255	255	255				1			NU			0
